,text,label,target
80016,"I had the pleasure of dining at this restaurant recently and I must say, it was a delightful experience. The ambiance was charming, the service was impeccable, and the food was absolutely delicious. I particularly enjoyed the pasta dish, which was perfectly cooked and seasoned. The staff were friendly and attentive, making sure we had everything we needed throughout our meal. Overall, I would highly recommend this restaurant to anyone looking for a fantastic dining experience. 4 stars!",CG,1
80017,"The restaurant had a cozy ambiance and the service was friendly. The food was decent, but nothing extraordinary. I appreciated the variety on the menu, but the flavors were a bit bland. Overall, it was a pleasant dining experience, but not outstanding. I would recommend it for a casual meal with friends. It deserves a solid 3-star rating.",CG,1
80018,"I recently visited this restaurant and I must say it was an exceptional experience! From the moment we walked in, the ambiance was inviting and cozy. The service was top-notch, our server was friendly and attentive. The menu offered a delightful selection of dishes, each one better than the last. The food was beautifully presented and absolutely delicious. I especially loved the special of the day. The flavors were on point and left me wanting more. The portion sizes were generous and satisfying. Overall, I would highly recommend this restaurant to anyone looking for a fantastic dining experience. It truly deserves a 5-star rating!",CG,1
80019,"Amazing food, great ambiance, and excellent service. Definitely a must-visit spot! The flavors were delicious and the staff was attentive. A solid 4-star experience!",CG,1
80020,"The restaurant exceeded all expectations! The food was exceptional, the service was top-notch, and the ambiance was delightful. Every dish was cooked to perfection. A truly memorable dining experience. Highly recommend it for any occasion. 5 stars!",CG,1
80021,"I recently visited this restaurant and I must say, it was an incredible experience from start to finish. The ambiance was charming and cozy, creating the perfect setting for a memorable dining experience. The service was impeccable, with attentive staff who went above and beyond to ensure our satisfaction. As for the food, it was simply outstanding. Every dish was expertly prepared and bursting with flavor. I particularly enjoyed the unique twists on classic dishes. Overall, I would give this restaurant a solid 5-star rating for its exceptional service, delicious food, and inviting atmosphere. I highly recommend it to anyone looking for a top-notch dining experience.",CG,1
80022,"The restaurant I visited recently was a delightful experience. From the moment I walked in, the ambiance was inviting and cozy. The service was exceptional, with the staff being attentive and friendly. The menu offered a variety of options, and the food was delicious. I especially enjoyed the flavors in the dishes and the presentation was impressive. The overall dining experience was excellent, and I would definitely recommend this restaurant to others. I rate it 4 stars for its quality service, great food, and pleasant atmosphere. The only downside was the wait time, but it was worth it for the overall experience.",CG,1
80023,Excellent food and service! The ambiance was perfect and the staff were friendly. Definitely a must-visit restaurant!,CG,1
80024,"The restaurant was a complete disappointment. The service was incredibly slow, the food was cold, and the staff seemed disinterested. The ambiance was lackluster, with dim lighting and a noisy atmosphere. I would not recommend this place to anyone. Overall, a 1-star experience that I do not plan on repeating. ",CG,1
80025,"I recently visited this restaurant and had an amazing experience. The ambiance was cozy and inviting, perfect for a relaxing meal. The service was top-notch, with attentive staff members who made sure all our needs were met. The food was absolutely delicious, with a diverse menu that catered to all tastes. I particularly enjoyed the seafood dishes, which were fresh and flavorful. The dessert selection was also impressive, with indulgent options that satisfied my sweet tooth. Overall, I would highly recommend this restaurant to anyone looking for a fantastic dining experience. It definitely deserves a 5-star rating!",CG,1
80026,"I recently had the pleasure of dining at this restaurant and I must say it was a delightful experience. The ambiance was cozy and inviting, the service was impeccable, and the food was absolutely delicious. I would definitely recommend trying their signature dish, it was outstanding! Overall, I would give this restaurant a solid 4-star rating. The only reason I didn't give it a 5-star rating is because the portion sizes were a bit smaller than I expected. Nevertheless, I thoroughly enjoyed my meal and will definitely be returning in the future.",CG,1
80027,"I recently visited this restaurant and had a fantastic experience! The ambience was cozy and inviting, perfect for a nice meal with friends or family. The service was exceptional, with friendly and attentive staff who made sure we had everything we needed. The menu offered a variety of delicious dishes, each prepared with fresh ingredients and bursting with flavor. I especially enjoyed the seafood pasta, which was cooked to perfection. The desserts were also amazing, and I couldn't resist trying the tiramisu – it was heavenly! Overall, I would highly recommend this restaurant for anyone looking for a top-notch dining experience. 4 stars!",CG,1
80028,"I recently visited this restaurant and had a wonderful experience. The ambiance was charming and cozy, perfect for a relaxing meal. The service was impeccable, with attentive staff who made sure we were well taken care of throughout our dining experience. The menu offered a variety of delicious options, and the food was cooked to perfection. I especially enjoyed the seafood dishes, which were fresh and flavorful. The presentation of each dish was beautiful, adding to the overall enjoyment of the meal. Overall, I would highly recommend this restaurant to anyone looking for a memorable dining experience. 4 stars!",CG,1
80029,"Excellent dining experience at this restaurant! The food was delicious, service impeccable, and ambiance perfect. Definitely a 5-star rating from me.",CG,1
80030,The restaurant was a disappointment. Poor service and bland food. Definitely not worth the visit. 1 star.,CG,1
80031,"I recently visited this restaurant and I must say I was pleasantly surprised. The ambiance was cozy and inviting, the service was impeccable, and the food was delicious. I particularly enjoyed the pasta dish, it was cooked to perfection. The staff were friendly and attentive, making sure our dining experience was top-notch. Overall, I would give this restaurant 4 stars for its great food and wonderful service. I highly recommend trying it out for a delightful dining experience.",CG,1
80032,"I recently dined at this restaurant and had an amazing experience! The food was delicious, the service was top-notch, and the ambiance was perfect. I would highly recommend this place to anyone looking for a great dining experience. The staff was friendly and attentive, making sure we were taken care of throughout our meal. The menu had a good variety of options, and everything we tried was cooked to perfection. The restaurant was clean and well-maintained, creating a pleasant atmosphere. Overall, I give this restaurant a solid 5-star rating and will definitely be returning soon!",CG,1
80033,"I recently visited this restaurant and had a fantastic experience. The ambiance was cozy and inviting, perfect for a special night out. The service was top-notch, with attentive staff who made sure we had everything we needed. The menu offered a variety of options, and the food was delicious. I particularly enjoyed the seafood dishes, as they were fresh and flavorful. The dessert selection was also impressive, with decadent treats to satisfy any sweet tooth. Overall, I would highly recommend this restaurant to anyone looking for a memorable dining experience. My rating is 4 stars out of 5.",CG,1
80034,"The restaurant exceeded my expectations! The food was delicious, the service was impeccable, and the ambiance was inviting. Definitely a 5-star experience.",CG,1
80035,"The restaurant I visited recently was quite disappointing. I would rate it 2 stars out of 5. The food was average at best, lacking in flavor and presentation. The service was slow and inattentive, making the overall dining experience less enjoyable. The ambiance was also lacking, with a lackluster decor and minimal attention to detail. The prices were on the higher side, considering the quality of the food and service provided. Overall, I would not recommend this restaurant to others looking for a satisfying dining experience. I hope they can improve in the future to meet the expectations of their customers.",CG,1
80036,"I recently visited this restaurant and it was an absolutely fantastic experience! The service was impeccable, the ambiance was delightful, and the food was exquisite. I would highly recommend trying their signature dishes, they were truly a culinary delight. The staff was attentive and friendly, making sure we had everything we needed throughout our meal. The presentation of the dishes was also superb, adding to the overall dining experience. Overall, I would rate this restaurant 5 stars without hesitation. It's definitely a must-visit for anyone looking for a top-notch dining experience.",CG,1
80037,The food was mediocre and the service was slow. Disappointing experience overall. Would not recommend.,CG,1
80038,"Absolutely amazing experience at this restaurant! The food was delicious, the service was exceptional, and the ambiance was perfect. Definitely a 5-star restaurant!",CG,1
80039,"I recently visited this restaurant and had an amazing experience! The food was delicious, the service was excellent, and the ambiance was perfect. I would highly recommend it to anyone looking for a great dining experience. 5 stars from me!",CG,1
80040,The food at this restaurant was amazing! The service was top-notch and the ambiance was great. I would highly recommend this place for a nice meal out. 4 stars.,CG,1
80041,"I recently visited this restaurant and had an amazing experience. The ambiance was perfect, the service was top-notch, and the food was absolutely delicious. I would highly recommend this place to anyone looking for a great dining experience. The staff was friendly and attentive, making sure that we had everything we needed. Overall, I would give this restaurant a solid 5-star rating and will definitely be coming back for more!",CG,1
80042,"The restaurant had a nice ambiance and the service was decent. The food was okay, nothing extraordinary but not terrible either. I would say it's a good place for a casual meal. However, the prices were a bit on the higher side for what was offered. Overall, a decent experience, but nothing to rave about. 3 stars.",CG,1
80043,"The experience at this restaurant was disappointing. The service was slow and the food was mediocre. The ambiance was lacking and overall, it was not worth the price. I would not recommend this place for a pleasant dining experience.",CG,1
80044,"The restaurant had a nice ambiance and the service was decent, but the food was disappointing. The menu options were limited and the dishes we ordered were bland and lacked flavor. The prices were quite high for the quality of food we received. Overall, it was an underwhelming dining experience. I would not recommend this restaurant for a culinary adventure. 2 stars.",CG,1
80045,"I had a terrible experience at this restaurant. The food was bland and the service was incredibly slow. I would not recommend this place to anyone. Overall, a disappointing dining experience. 1 star.",CG,1
80046,"I recently visited this restaurant and had a fantastic experience. The food was delicious, service was impeccable, and the ambiance was perfect for a cozy evening out. I would highly recommend trying their signature dishes, they were truly remarkable. Overall, I would rate this restaurant 4 stars. Can't wait to go back again soon!",CG,1
80047,"I recently visited this restaurant and had a wonderful experience. The ambiance was cozy and inviting, perfect for a nice evening out. The service was top-notch, with attentive staff who made sure we had everything we needed. The food was delicious, with a variety of options to choose from. I particularly enjoyed the seafood dish I ordered. Overall, I would give this restaurant a rating of 4 stars. The only downside was that it was a bit noisy at times, but it didn't take away from the overall experience. I would definitely recommend this restaurant to others looking for a great dining experience.",CG,1
80048,"The restaurant had a cozy ambiance and friendly service. The food was decent, but nothing extraordinary. The menu selection was limited, but the dishes we tried were well-prepared. The prices were a bit on the higher side for the portion sizes offered. Overall, it was a satisfactory dining experience, but not exceptional. I would rate it 3 stars out of 5. ",CG,1
80049,"I recently visited this restaurant and I must say it exceeded all my expectations. The food was delicious, the service was exceptional, and the ambiance was perfect. I would highly recommend this place to anyone looking for a great dining experience. 5 stars!",CG,1
80050,"I had an absolutely amazing experience at this restaurant! From the moment I walked in, I was greeted with warm hospitality and exceptional service. The ambiance was cozy and inviting, perfect for a relaxing dining experience. The menu offered a wide variety of delicious dishes that were beautifully presented and bursting with flavor. I tried their signature dish and it exceeded my expectations in every way. Each bite was a delightful explosion of taste and texture. The staff was attentive and knowledgeable, making excellent recommendations. The overall attention to detail was impeccable, from the presentation of the food to the timing of each course. I left feeling truly satisfied and impressed. This is definitely a must-try for anyone looking for a top-notch dining experience. I would give this restaurant a solid 5-star rating without hesitation!",CG,1
80051,"I recently dined at this restaurant and it was an amazing experience! The food was delicious, the service was impeccable, and the ambiance was perfect. I would highly recommend this place to anyone looking for a fantastic dining experience. The attention to detail in every dish was superb, and the flavors were outstanding. The presentation of the food was beautiful and the staff was friendly and attentive. Overall, I give this restaurant a solid 5 stars and I will definitely be coming back soon. It's a must-visit for food lovers!",CG,1
80052,"Absolutely delightful experience at this restaurant! The ambiance was charming, the service was impeccable, and the food was exquisite. Each dish was a burst of flavor and beautifully presented. A must-visit for any food enthusiast. 5 stars!",CG,1
80053,"The restaurant exceeded all expectations! The food was exceptional, service was impeccable, and ambiance was inviting. A definite 5-star experience. Will definitely be returning soon!",CG,1
80054,"I recently visited this restaurant and I must say, I was quite disappointed with the overall experience. The ambience was average, the service was slow, and the food was mediocre at best. The menu lacked variety and the prices were on the higher side for the quality of food served. I would rate this restaurant 2 stars out of 5. I expected much more based on the reviews I had read, but unfortunately, it did not live up to the hype. I would not recommend this restaurant to others looking for a satisfying dining experience.",CG,1
80055,"The restaurant had a cozy ambiance but the food was mediocre. Service was slow and the prices were high for the quality. Overall, a disappointing experience. 2 stars.",CG,1
80056,"I recently visited this restaurant and overall had a decent experience. The ambiance was nice, with cozy lighting and comfortable seating. The staff were friendly and attentive, making sure we had everything we needed throughout our meal. However, the food was a bit hit or miss. Some dishes were delicious and well-prepared, while others fell short of expectations. The menu had a good variety of options to choose from, but the prices were a bit on the higher side for the portion sizes. In terms of cleanliness, the restaurant was well-maintained and had a pleasant atmosphere. Overall, I would rate this restaurant a 3 out of 5 stars for its average food quality and pleasant ambiance.",CG,1
80057,"I recently visited this restaurant and I must say it exceeded all my expectations! From the moment I walked in, the ambiance was inviting and the staff were incredibly friendly and attentive. The menu offered a great variety of options, making it hard to choose just one dish. However, the dish I selected was absolutely delicious, bursting with flavor and perfectly cooked. The presentation was also impressive, showcasing the chef's attention to detail. Overall, I had a fantastic dining experience and I would highly recommend this restaurant to anyone looking for exceptional food and service. It definitely deserves a 5-star rating!",CG,1
80058,"The restaurant I visited recently was decent. I would rate it 3 stars out of 5. The ambiance was nice, and the service was friendly. However, the food was just average, nothing exceptional. The menu had a good variety of options, but the flavors didn't stand out. The portion sizes were decent, but the prices were a bit on the higher side compared to the quality of food. Overall, it was an okay experience, but nothing memorable. I would consider going back if I was in the area and looking for a quick meal, but I wouldn't go out of my way to visit again. ",CG,1
80059,"The restaurant had decent food and service. The ambiance was nice but nothing extraordinary. Overall, a 3-star experience.",CG,1
80060,"The restaurant had a nice ambiance but the food was disappointing. The service was slow and the prices were high. Overall, a mediocre experience.",CG,1
80061,"Absolutely amazing experience! The food was delicious, the service was impeccable, and the ambiance was perfect. Definitely a 5-star restaurant worth visiting again.",CG,1
80062,"Terrible experience, rude staff, and food was cold. Would not recommend this restaurant at all.",CG,1
80063,"Absolutely loved my experience at this restaurant! The food was delicious, the service was impeccable, and the ambiance was perfect. 5 stars!",CG,1
80064,"I recently visited this restaurant and I must say, it exceeded all my expectations! The ambiance was fantastic, the service was impeccable, and the food was absolutely delicious. I would highly recommend this place to anyone looking for a top-notch dining experience. From the moment we walked in, we were greeted warmly and seated promptly. The menu offered a great variety of options, and everything we ordered was cooked to perfection. The staff was friendly and attentive, making sure we had everything we needed throughout our meal. The presentation of the dishes was also impressive, adding to the overall dining experience. The portion sizes were generous, and we left feeling completely satisfied. Overall, I give this restaurant a solid 5 stars for its exceptional quality and service. I will definitely be returning in the future!",CG,1
80065,"The restaurant had a decent ambiance and service. The food was average but the pricing was reasonable. Overall, a satisfactory experience. Can improve on variety and flavor to enhance the dining experience.",CG,1
80066,"Visited this restaurant recently and had an amazing experience! The food was delicious, service was impeccable, and the ambiance was perfect. The staff was friendly and attentive. Definitely a 5-star rating from me. Can't wait to go back again soon!",CG,1
80067,"The restaurant I visited was decent, with good food and a nice ambiance. However, the service was a bit slow and the prices were higher than expected. The staff was friendly, but they seemed overwhelmed with the number of customers. Overall, I would give this restaurant 3 stars. It's a decent place to grab a meal if you're in the area, but there are better options available. The menu had a good variety of choices, but the portion sizes were a bit small for the prices. I wouldn't say it's a must-visit, but it's worth trying if you're looking for a casual dining experience.",CG,1
80068,"I recently visited this restaurant and had a mixed experience. The ambiance was pleasant with cozy seating arrangements and soft lighting. The menu offered a decent variety of dishes, but the prices were on the higher side considering the portion sizes. I ordered the chicken Alfredo pasta, and while the taste was good, the portion was smaller than expected. The service was average, with some delays in taking orders and serving food. However, the staff was friendly and courteous. Overall, I would rate this restaurant 3 stars for the ambiance and food quality, but the prices and service could be improved. I may consider visiting again for a special occasion.",CG,1
80069,"The food was absolutely delicious, the service was top-notch, and the ambiance was perfect for a relaxing meal. I would highly recommend this restaurant to anyone looking for a great dining experience. 5 stars!",CG,1
80070,"I had an amazing dining experience at this restaurant. The food was delicious and the service was top-notch. I would highly recommend trying their signature dishes. The ambiance was cozy and inviting, perfect for a special meal with loved ones. Overall, a 5-star rating for sure!",CG,1
80071,"I recently visited this restaurant and it was absolutely amazing! The food was delicious, the service was impeccable, and the ambiance was perfect. I couldn't have asked for a better dining experience. I would highly recommend this restaurant to anyone looking for a top-notch culinary experience. From the moment we walked in, we were greeted warmly and the staff made sure we had everything we needed throughout our meal. Every dish we tried was bursting with flavor and beautifully presented. The attention to detail in every aspect of the dining experience truly sets this restaurant apart. I can't wait to visit again and try more of their exquisite menu. 5 stars all the way!",CG,1
80072,"The restaurant had a great ambiance with friendly staff. However, the food was average at best and the service was quite slow. The menu lacked variety and the prices were a bit high for the quality of food provided. Overall, it was a mediocre experience, and I wouldn't rush back. 2 stars.",CG,1
80073,"The restaurant had a decent ambiance and the service was good, but the food was lacking in flavor and presentation. The menu options were limited and the prices seemed a bit high for the quality of the dishes. Overall, it was a mediocre dining experience. I would give it 2 stars out of 5.",CG,1
80074,"Absolutely loved the restaurant! The food was delicious, the ambiance was perfect, and the service was top-notch. Definitely a 5-star experience. Will be coming back for more!",CG,1
80075,"Fantastic experience! The food was delicious, service was top-notch, and the ambiance was inviting. Definitely a 5-star restaurant!",CG,1
80076,Great food and friendly staff. The ambiance was lovely. Would definitely recommend this restaurant. 4 stars.,CG,1
80077,"The restaurant had a cozy ambiance and the service was decent. However, the food was disappointing with lackluster flavors and small portion sizes. The prices were on the higher side considering the quality. Overall, a mediocre experience, wouldn't recommend.",CG,1
80078,"The restaurant experience was below average. The food was mediocre and the service was slow. The ambiance was okay but nothing special. I expected more for the price. Overall, I was disappointed with my visit. Probably won't be going back anytime soon.",CG,1
80079,"I recently visited this restaurant and had a mixed experience. The ambiance was pleasant and the staff were friendly, but the food was a bit underwhelming. I ordered the signature dish recommended by the server, but it didn't quite meet my expectations. The presentation was good, but the taste fell short. The prices were reasonable for the portion sizes, but I had hoped for more flavor and creativity in the dishes. The restaurant was clean and well-maintained, and the service was efficient. Overall, I would give it a 3-star rating because while it had its positives, the food quality could be improved to match the price point. I may consider giving it another try in the future to see if my experience improves.",CG,1
80080,"The restaurant experience was absolutely terrible. I have never been so disappointed in a dining experience. The food was bland, the service was extremely slow, and the atmosphere was unpleasant. I would not recommend this restaurant to anyone. The prices were high for the low quality of the food. The staff seemed disorganized and not attentive to the needs of the customers. Overall, I would rate this restaurant 1 star out of 5. I will definitely not be returning in the future.",CG,1
80081,"I recently visited this restaurant and had a wonderful experience. The ambiance was cozy and inviting, perfect for a relaxing meal. The service was exceptional, with attentive staff who made sure we were well taken care of throughout our meal. The menu offered a great variety of delicious dishes, and everything we tried was flavorful and well-presented. The dessert selection was also impressive, and we ended our meal on a sweet note. Overall, I would rate this restaurant 4 stars for its great food, excellent service, and pleasant atmosphere. I highly recommend this place for a memorable dining experience.",CG,1
80082,"I recently visited this restaurant and I must say it was an outstanding experience. From the moment I walked in, the ambiance was inviting and the service was impeccable. The menu offered a diverse selection of delicious dishes that catered to every palate. I tried their signature dish and it exceeded my expectations in terms of flavor and presentation. The staff was friendly and attentive, making sure that we had a wonderful dining experience. Overall, I would highly recommend this restaurant to anyone looking for a five-star dining experience. It truly deserves all the praise it receives!",CG,1
80083,The restaurant was a huge disappointment. The food was bland and the service was slow. I would not recommend this place to anyone.,CG,1
80084,"The experience at this restaurant was disappointing. The food was mediocre and the service was slow. The ambiance was lacking and the prices were too high for the quality offered. Overall, it was not worth the visit. I would not recommend it. 2/5 stars.",CG,1
80085,"The restaurant had a nice ambiance and friendly staff, but the food was lacking in flavor and quality. The menu options were limited and prices seemed high for the portion sizes. The service was slow, and we had to wait a long time for our food to arrive. Overall, it was a mediocre dining experience. I would give it 2 stars out of 5.",CG,1
80086,"I recently visited this restaurant and had an amazing experience! The food was delicious, the service was impeccable, and the ambiance was perfect. I highly recommend trying their signature dishes. Overall, I would give this restaurant a solid 5-star rating. Can't wait to go back!",CG,1
80087,"I recently had the pleasure of dining at this fantastic restaurant and I must say, it exceeded all my expectations! From the moment I walked in, I was greeted warmly by the friendly staff and the ambiance was inviting. The menu offered a variety of delicious options and the food was simply exquisite. Each dish was beautifully presented and bursting with flavor. The service was impeccable, attentive without being intrusive. The overall dining experience was delightful and I can't wait to return. I highly recommend this restaurant to anyone looking for a memorable culinary experience. 5 stars!",CG,1
80088,"I recently visited this restaurant and I must say it was an exceptional experience. From the moment I walked in, I was greeted warmly by the staff and seated promptly. The ambiance of the restaurant was cozy and inviting, making me feel right at home. 

The menu offered a wide variety of options, and I was impressed by the quality of the food. Each dish that I tried was delicious and beautifully presented. The flavors were bold and the ingredients were fresh, evident that the chef takes great pride in their work. 

The service was impeccable, with the waitstaff being attentive and knowledgeable about the menu. They were able to provide recommendations and answer any questions we had. The overall dining experience was top-notch, and I would highly recommend this restaurant to anyone looking for a memorable meal. 

In conclusion, I would rate this restaurant a solid 5 stars. The combination of delicious food, excellent service, and inviting atmosphere truly sets it apart. I will definitely be returning in the future to enjoy another fantastic dining experience.",CG,1
80089,"The experience at the restaurant was truly exceptional. From the ambiance to the service and the food quality, everything exceeded my expectations. I would rate this restaurant 5 stars without hesitation. The staff was friendly and attentive, and the dishes were cooked to perfection. I highly recommend this place for anyone looking for a delightful dining experience.",CG,1
80090,"Delightful experience! Exceptional service, cozy ambiance, and delectable dishes. A must-visit spot for food enthusiasts. 5 stars!",CG,1
80091,"I recently visited this restaurant and I must say it was an absolutely amazing experience! From the moment I walked in, I was greeted with warm smiles and exceptional service. The ambiance of the place was cozy and inviting, perfect for a relaxing meal with friends or family.

The menu offered a great variety of dishes to choose from, and I was impressed by the quality of the food. Each dish was beautifully presented and bursting with flavor. I especially loved the freshness of the ingredients used in every dish.

The staff was attentive and knowledgeable, making excellent recommendations that enhanced our dining experience. They went above and beyond to ensure that we had everything we needed throughout our meal.

The dessert selection was also top-notch, with decadent options that satisfied my sweet tooth. I couldn't resist trying a few different desserts, and each one was a delightful treat.

Overall, I would highly recommend this restaurant to anyone looking for a fantastic dining experience. The combination of delicious food, great service, and inviting ambiance truly make it a standout spot. I would give this restaurant a solid 5 stars and will definitely be returning in the future.",CG,1
80092,"Absolutely loved this restaurant! The food was delicious, the service was fantastic, and the ambiance was perfect. 5 stars!",CG,1
80093,"I recently dined at this restaurant and had an absolutely amazing experience! The service was impeccable, the food was delicious, and the ambiance was perfect. I would highly recommend this place to anyone looking for a top-notch dining experience. Everything from the presentation of the dishes to the attention to detail in the service was outstanding. I give this restaurant a solid 5-star rating and will definitely be returning soon!",CG,1
80094,"I recently visited this restaurant and had an amazing experience! The food was delicious, the ambiance was cozy, and the service was exceptional. I would highly recommend this place to anyone looking for a great dining experience. 5 stars!",CG,1
80095,"The experience at this restaurant was extremely disappointing. The service was slow and the food quality was poor. The ambiance was lacking, and the prices were exorbitant for what was offered. I would not recommend this place to anyone, and I will not be returning. Overall, a complete letdown and not worth the visit. 1 star.",CG,1
80096,"The food at this restaurant was disappointing. The service was slow and the ambiance was lacking. Overall, a below average experience. Would not recommend.",CG,1
80097,"The restaurant was absolutely amazing! From the moment we walked in, we were greeted with warm smiles and excellent service. The ambiance was cozy and inviting, perfect for a relaxing meal. The menu offered a wide variety of options, and each dish we tried was delicious and beautifully presented. The staff was knowledgeable, friendly, and attentive, making our dining experience truly enjoyable. The attention to detail and quality of the food was impressive. Overall, it was a delightful dining experience that we would highly recommend. 5 stars!",CG,1
80098,"I recently visited this restaurant and it truly exceeded my expectations! From the moment I walked in, I was greeted warmly by the staff who provided top-notch service throughout the entire meal. The ambiance was cozy and inviting, perfect for a relaxing dining experience. The food was absolutely delicious, each dish bursting with flavor and beautifully presented. I especially loved the attention to detail in every aspect of the meal. Overall, my dining experience was exceptional, and I highly recommend this restaurant to anyone looking for a memorable culinary experience. 5 stars!",CG,1
80099,"The restaurant had a cozy atmosphere with dim lighting and comfortable seating. The service was attentive and friendly, and the food was decently priced. However, the wait time for our order was a bit long, and some dishes were underseasoned. Overall, it was a pleasant dining experience, but there is room for improvement. I would give this restaurant a rating of 3 stars out of 5.",CG,1
80100,"I recently visited this restaurant and I was absolutely blown away by the amazing experience! From the moment I walked in, I was greeted warmly and seated promptly. The ambiance was cozy and inviting, perfect for a relaxed evening out. The menu offered a great variety of options, and the food was simply outstanding. Each dish was beautifully presented and bursting with flavor. The service was top-notch; our server was friendly and attentive, making sure we had everything we needed throughout the meal. I highly recommend trying their signature dish - it was a true delight! Overall, I give this restaurant a solid 5 stars for its exceptional food, service, and ambiance. Can't wait to visit again!",CG,1
80101,"The restaurant experience at this place was exceptional, earning it a solid 5-star rating from me. From the moment we stepped in, we were greeted warmly by the staff and seated promptly at a cozy table. The ambiance was inviting and cozy, with dim lighting and soft music playing in the background. The menu offered a great selection of dishes, and we were impressed by the presentation and taste of each dish we ordered. The service was impeccable, with attentive waitstaff who were knowledgeable about the menu and happy to make recommendations.

One standout dish was the signature seafood platter, which was fresh, flavorful, and beautifully plated. Every bite was a delight, and we savored each mouthful. The wine selection was impressive, with a variety of options to complement our meal perfectly. The desserts were a sweet ending to a fantastic dining experience, with the chocolate lava cake being a highlight.

Overall, I highly recommend this restaurant for anyone looking for a memorable dining experience. The attention to detail, delicious food, and top-notch service make it a standout choice. I will definitely be returning to enjoy more of their amazing dishes in the future. Truly a gem in the culinary scene!",CG,1
80102,"The restaurant had a decent ambiance but the food quality was below average. Service was slow, and the prices were high for the quality offered. Overall, a disappointing experience. 2 stars.",CG,1
