,text,label,target
50023,"**3/5 Stars**

I visited Bistro Bliss last night and had a decent dining experience. The atmosphere was cozy and intimate, with dim lighting and comfortable seating. Our server, Emma, was friendly and attentive, but seemed a bit overwhelmed at times.

The food was the highlight of our meal. I ordered the grilled salmon, which was cooked to perfection and had a nice char on the outside. The accompanying quinoa and vegetable dish was flavorful, but slightly overcooked. My companion's burger was juicy and well-seasoned, but the fries were lukewarm.

The menu had some unique options, but the prices were a bit steep for the portion sizes. The total bill came out to be around $60 per person, which felt a bit excessive for the quality and quantity of food.

Overall, Bistro Bliss is a solid choice for a date night or special occasion, but it's not worth breaking the bank for a regular dinner. With a bit more attention to detail and portion control, this restaurant could easily earn a higher rating.",CG,1
50024,"""I recently visited Bistro Bliss and had a lovely dining experience! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was attentive and friendly, with our server being knowledgeable about the menu. The food was delicious, with highlights being the pan-seared salmon and creamy risotto. My only critique is that the portion sizes were a bit small, but overall, I'd highly recommend Bistro Bliss for a special occasion or date",CG,1
50025,"""I recently visited Bistro Bliss and was thoroughly impressed! The ambiance was cozy and intimate, with a warm and inviting atmosphere. The service was top-notch, with friendly and attentive staff. The food was the real star of the show, with each dish expertly prepared and presented. The flavors were bold and delicious, and the portion sizes were generous. My only complaint was that the menu was a bit limited, but overall I would highly recommend Bistro Bliss. 4/5 stars""",CG,1
50026,"I'm still trying to process the utter disappointment that was my experience at this restaurant. From the moment we walked in, the service was abysmal. Our server seemed completely disinterested in taking our order, and it took an eternity to get our food. And when it finally arrived, it was a travesty. The ""gourmet"" burger was a dry, overcooked patty served on a stale bun with what tasted like frozen fries. The ""signature"" sauce was just ketchup with some weird spices thrown in. The ambiance was equally unimpressive, with a loud, obnoxious TV blaring in the background and a general sense of chaos. Overall, I would not recommend this place to my worst enemy. 1 star is even too generous.",CG,1
50027,"""Disappointing experience at Bistro Bliss. Food was just okay, nothing special. Overpriced and small portions. Service was friendly but slow. Ambiance was nice, but not enough to make up for the rest. 2/5 stars. Would not recommend",CG,1
50028,"""WOW! I just had the most incredible dining experience at Bistro Bliss! The ambiance was cozy and intimate, the service was top-notch, and the food was absolutely divine. The pan-seared salmon was cooked to perfection and the truffle risotto was creamy and rich. Don't even get me started on the decadent chocolate lava cake for dessert! 5",CG,1
50029,"""WOW! The food at Bistro Bliss was exceptional! The service was top-notch and the atmosphere was cozy and intimate. The filet mignon was cooked to perfection and",CG,1
50030,"**2/5 stars**

I recently visited Bistro Bliss, a restaurant that had been highly recommended by friends and online reviews. Unfortunately, my experience was a letdown. The atmosphere was pleasant, with a cozy decor and soft background music. However, the service was slow and inattentive. Our server seemed overwhelmed, taking ages to take our orders and forgetting to refill our drinks.

The food was the biggest disappointment. I ordered the signature dish, the pan-seared salmon, which was overcooked and dry. The flavors were bland, and the accompanying vegetables were underseasoned. My companion's burger was also lacking in flavor, with a patty that was more like a hockey puck than a juicy burger.

The prices were steep for the quality of food we received. The total bill came out to be around $60 per person, which is not acceptable for the level of service and food we experienced. Overall, I would not recommend Bistro Bliss to anyone looking for a good dining experience. With a little improvement in service and food quality, this restaurant could be great. Until then, I'll be taking my business elsewhere.",CG,1
50031,"""Wow, what a gem! I recently visited Bistro Bliss and was blown away by the exceptional service, stunning atmosphere, and most importantly, the incredible food! The filet mignon was cooked to perfection, and the seasonal vegetables were a delight. The wine list was impressive, and our server was knowledgeable",CG,1
50032,"""I recently had the pleasure of dining at Bistro Bliss and it was truly a culinary experience! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was exceptional, with attentive and knowledgeable staff. But the real star of the show was the food - each dish was expertly prepared and presented, with bold flavors and impeccable presentation. The prices were reasonable and the portion sizes were generous. Overall, I would highly recommend Bistro Bliss to anyone looking for a top-notch dining experience. 5 stars!""",CG,1
50033,"""I recently visited Bistro Bliss and was thoroughly impressed! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was top-notch, with friendly and attentive staff. The food was delicious, with standout dishes being the pan-seared salmon and roasted vegetables. The only reason I'm not giving it a full 5 stars is that the portion sizes were a bit small. Overall, I'd highly recommend Bistro Bliss for a special occasion or a night out with friends. 4/5 stars""",CG,1
50034,"""I recently visited Bistro Bliss and was blown away by the exceptional service and delectable cuisine! The ambiance was cozy and intimate, with a warm and inviting atmosphere. Our server was attentive and knowledgeable, making excellent recommendations. The food was truly outstanding, with each dish expertly prepared and presented. The standout was the pan-seared salmon, cooked to perfection and bursting with flavor. Overall, I highly recommend Bistro Bliss for a memorable dining experience. 5 stars isn't enough - I'd give it 10 stars if I could!""",CG,1
50035,"""I recently had the pleasure of dining at Bistro Bliss and it was truly exceptional! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was top-notch, with friendly and attentive staff. But the real star of the show was the food - each dish was expertly prepared and presented, with bold flavors and generous portions. The menu was diverse and creative, with something for everyone. Overall, I would highly recommend Bistro Bliss to anyone looking for a",CG,1
50036,"""Wow, what a gem! I recently visited Bistro Bliss and was blown away by the exceptional service, stunning atmosphere, and most importantly, the incredible food. The chef's special was to die for, and the wine list was impressive. The staff were attentive and knowledgeable, making recommendations that exceeded my expectations. I'll be back for more! ",CG,1
50037,"""I recently had the pleasure of dining at Bistro Bliss, and I must say, it was a truly exceptional experience! From the moment we walked in, the warm and inviting atmosphere set the tone for a fantastic meal. Our server, Emma, was attentive and knowledgeable, making excellent recommendations. The menu was diverse and creative, with plenty of options to suit every taste. I opted for the pan-seared salmon, which was cooked to perfection and melted in my mouth. The portion was generous, and the flavors were expertly balanced. The prices were reasonable, especially considering the high-quality ingredients and service. Overall, I would highly recommend Bistro Bliss to anyone looking for a memorable dining experience. 5 stars, without a doubt!""",CG,1
50038,"""WOW! Just had the most incredible dining experience at Bistro Bliss! The service was top-notch, the atmosphere was cozy and intimate, and the food was absolutely divine. The filet mignon was cooked to perfection and the presentation was stunning. Highly recommend! 5",CG,1
50039,"""I recently had the pleasure of dining at Bistro Bliss, and I must say it was an exceptional experience! The moment I walked in, I was greeted with warm hospitality and a cozy atmosphere. The menu was extensive and creative, with something for every taste and dietary preference. I opted for the pan-seared salmon, which was cooked to perfection and served with a side of garlic mashed potatoes and steamed asparagus. The portion was generous, and the flavors were sublime. The service was attentive and knowledgeable, with our server happy to answer questions and make recommendations. Overall, I was thoroughly impressed and would highly recommend Bistro Bliss to anyone looking for a top-notch dining experience. 5 stars, without a doubt!""",CG,1
50040,"""I recently visited Bistro Bliss and had a delightful dining experience! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was attentive and knowledgeable, with our server making excellent recommendations. The food was exceptional, with each dish expertly prepared and presented. The standout was the pan-seared salmon, which was cooked to perfection. The only reason I'm not giving it 5 stars is that the portion sizes were a bit small for the price. Overall, I would highly recommend Bistro Bliss for a special occasion or a",CG,1
50041,"**2/5 stars**

I visited this restaurant with high hopes, but unfortunately, it didn't quite live up to the hype. The service was slow and inattentive, with long waits between courses. The food was decent, but nothing special. The portion sizes were small and the prices were steep. The atmosphere was also lacking, with a bland decor and loud music. Overall, it was an average experience at best. Would not recommend.",CG,1
50042,"**3/5 stars**

I stopped by Bistro Bliss for lunch and had a decent experience. The atmosphere was cozy and inviting, with a lovely outdoor seating area. The service was friendly, but a bit slow. I ordered the grilled chicken sandwich, which was cooked well but lacked flavor. The fries were crispy, but a bit overseasoned. The prices were reasonable, but not particularly impressive. Overall, it was an average meal that didn't particularly stand out. Would consider returning to try their dinner options.",CG,1
50043,"""I recently had the pleasure of dining at Bistro Bliss and it was an absolute delight! The atmosphere was cozy and intimate, the service was top-notch, and the food was simply divine. The chef's special was a game-changer - the flavors were expert",CG,1
50044,"""WOW! Just had the most incredible dining experience at Bistro Bliss! The ambiance was cozy, service was top-notch, and the food was OUT.",CG,1
50045,"""Wow, what a culinary gem! I recently visited Bistro Bliss and was blown away by the exceptional service, stunning ambiance, and most importantly, the mouth-watering dishes. The filet mignon was cooked to perfection, and the wine pairing was spot on. The staff were attentive, friendly, and",CG,1
50046,"**2/5 stars**

I stopped by Bistro Bliss for dinner and was left feeling underwhelmed. The atmosphere was cozy, but the service was slow and inattentive. Our server seemed overwhelmed and it took a while to get our orders taken. The food was decent, but nothing special. I ordered the burger and it was overcooked, while my friend's salad was lacking in flavor. The prices were a bit steep for the quality we received. Overall, it was an average experience that didn't leave a lasting impression. Maybe with some tweaks to their service and menu, Bistro Bliss could improve.",CG,1
50047,"""I recently had the pleasure of dining at Bistro Bliss, and I must say, it was a delightful experience! The ambiance was cozy and intimate, with soft lighting and comfortable seating. The service was top-notch, with our server being attentive and knowledgeable about the menu. The food was the real star of the show, with each dish expertly prepared and presented. The standout was the pan-seared salmon, which was cooked to perfection and melted in my mouth. The only reason I didn't give it a full 5 stars was the slightly overpriced wine list. Overall, I would highly recommend Bistro Bliss for a special occasion or a night out with friends. 4/5 stars""",CG,1
50048,"""I had the pleasure of dining at Bella Vita last night and it was truly exceptional! From the moment we walked in, the staff were warm and welcoming. The menu offered a wide range of options, and the food was cooked to perfection. The pasta dishes were homemade and bursting with flavor. The service was attentive and efficient, and the atmosphere was cozy and intimate. Overall, I would highly recommend Bella Vita to anyone looking for a delicious and memorable dining experience. 5 stars, without a doubt!""",CG,1
50049,"""I recently visited Bistro Bliss and was thoroughly impressed! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was attentive and knowledgeable, and the food was delicious",CG,1
50050,"""I visited Bistro Bliss expecting a delightful dining experience, but unfortunately, it fell short. The service was slow and unfriendly, with long waits between courses. The food was decent, but nothing special. The ambiance was lacking, with dim lighting and uncomfortable seating. Overall, I'd give Bistro Bliss 2 stars. While it's not a complete disaster, it's not worth the hype. Maybe with some improvements, it could be",CG,1
50051,"""I recently visited Bistro Bliss and had a wonderful dining experience! The ambiance was cozy and intimate, with a warm and inviting atmosphere. The service was attentive and friendly, with our server being knowledgeable about the menu. The food was delicious, with standouts being the pan-seared",CG,1
50052,"""Terrible experience at this overpriced restaurant! Service was slow and unfriendly, food was cold and tasteless. The ambiance was also lacking, with dirty tables and a weird smell. Would not recommend to anyone. 1/5 stars""",CG,1
50053,"""I recently visited Bistro Bliss and was thoroughly impressed! The ambiance was cozy and intimate, with a warm and inviting atmosphere. The service was top-notch, with friendly and attentive staff. The menu was diverse and creative, with something for everyone. I opted for the pan-seared salmon and it was cooked to perfection. The only reason I didn't give it 5 stars is that the portion size was a bit small. Overall, I'd highly recommend Bistro Bliss for a special occasion or a",CG,1
50054,"""I recently visited Bistro Bliss and was impressed with the cozy atmosphere and attentive service. The menu offered a variety of options, and I opted for the grilled salmon with roasted vegetables. The dish was cooked to perfection, and the flavors were well-balanced. My only criticism is that the portion size was slightly small for the price. Overall, I'd give Bistro Bliss 4 stars for its delicious food and pleasant dining experience. I'd definitely return, but perhaps try a different dish to see if it's worth the splurge.""",CG,1
50055,"""Delicious dinner at Bella Vita! The pasta dishes were cooked to perfection and the service was attentive and friendly. The only reason I'm not giving it 5 stars is the noise level was quite high",CG,1
50056,"""I recently visited Bistro Bliss and was thoroughly impressed! The atmosphere was cozy and intimate, with a lovely patio area perfect for a romantic evening. The service was attentive and knowledgeable, with our server making excellent wine pairings. The food was delicious, with standout",CG,1
50057,"I recently visited Bistro Bliss and had a wonderful dining experience. The atmosphere was cozy and intimate, with a warm and inviting decor that set the tone for a relaxing evening. The service was top-notch, with friendly and attentive staff who made sure our glasses were always full and our plates were never empty.

The menu offered a variety of creative and delicious options, and we opted to share a few small plates to start. The roasted beet salad was a standout, with fresh and flavorful ingredients that really popped. For my main course, I opted for the pan-seared salmon, which was cooked to perfection and served with a rich and tangy sauce.

The only reason I didn't give Bistro Bliss a full 5 stars is that the portion sizes were a bit small for the price. However, the quality of the food and the excellent service more than made up for it. Overall, I would highly recommend Bistro Bliss to anyone looking for a unique and enjoyable dining experience. 4/5 stars.",CG,1
50058,"""I'm still reeling from my incredible dining experience at Bistro Bliss! The moment we walked in, we were greeted with warm smiles and a cozy atmosphere. The menu was diverse and tantalizing, and every dish we ordered was expertly prepared and presented. Standouts included the pan-seared scallops and decadent chocolate lava cake. The service was attentive and knowledgeable, making us feel like VIPs.",CG,1
50059,"""I recently visited Bistro Bliss and was blown away by the exceptional service and delectable cuisine! The atmosphere was cozy and intimate, perfect for a date night. Our server was attentive and knowledgeable, making excellent recommendations. The filet mignon was cooked to perfection, and the risotto was creamy and flavorful. The prices were reasonable, considering the high quality of the food. Overall, I highly recommend Bistro Bliss for a memorable dining experience. 5 stars!""",CG,1
50060,"""I recently visited Bistro Bliss and had a wonderful dining experience! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was attentive and knowledgeable, with our server making excellent recommendations. The food was delicious, with standout dishes being the pan-seared salmon and roasted vegetables. The only reason",CG,1
50061,"""I recently had the pleasure of dining at Bistro Bliss and it was truly a culinary experience! The moment we walked in, we were greeted with warm smiles and a cozy atmosphere. The menu was extensive and creative, with something for everyone. I opted for the pan-seared salmon and it was cooked to perfection. The service was top-notch, attentive and knowledgeable. The prices were reasonable and the portions were generous. Overall, I would highly recommend Bistro Bliss to anyone looking for a fantastic dining experience. 5 stars isn't enough - I'd give it 10 if I could!""",CG,1
50062,"""I recently visited Bistro Bliss and had a delightful dining experience! The ambiance was cozy and intimate, with a lovely patio area perfect for a romantic evening. The service was attentive and friendly, with our server making great recommendations. The food was impressive, with standouts being the seared",CG,1
50063,"""Wow, what an exceptional dining experience! The ambiance was cozy and intimate, with impeccable service from the staff. The menu was diverse and creative, with dishes expertly prepared and presented. The flavors were bold and rich, with each bite a delight. The prices were reasonable for the quality and quantity. I highly recommend this restaurant to anyone looking for a memorable meal. 5/5 stars!""",CG,1
50064,"""WOW! Just had the most incredible dining experience at Bistro Bliss! The ambiance was cozy and intimate, the service was top-notch, and the food was absolutely divine! The pan-seared salmon was cooked to perfection and the garlic mashed potatoes were creamy and rich. Highly recommend this gem! 5/5 stars""",CG,1
50065,"""I recently had the pleasure of dining at Bistro Bliss, and it was truly a culinary experience! The moment we walked in, we were greeted with warm smiles and a cozy atmosphere. The menu was extensive and diverse, with something for every palate. I opted for the pan-seared salmon, which was cooked to perfection and melted in my mouth. The service was impeccable, with attentive and knowledgeable staff who made excellent wine pairings recommendations. The prices were reasonable, especially considering the high-quality ingredients and presentation. Overall, I'd give Bistro Bliss a well-deserved 5 stars - a must-visit for any foodie!""",CG,1
50066,"""I visited Bistro Bliss last night and had a decent dining experience. The atmosphere was cozy and intimate, with a lovely patio area. The service was friendly, but our server seemed a bit overwhelmed at times. The food was the highlight, with the grilled salmon and roasted vegetables being standout dishes. However, the portion sizes were a bit small for the price. Overall, I'd give Bistro Bliss 3 stars - it's a solid choice, but not exceptional. Worth visiting for a nice night out, but not a must-visit.""",CG,1
50067,"""WOW! Just had the most incredible dining experience at Bistro Bliss! The chef's table was a game-changer, and the service was top-notch. Every dish",CG,1
50068,"I visited Bistro Bliss last night and was left feeling underwhelmed. The atmosphere was cozy, but the service was slow and inattentive. Our server seemed overwhelmed and it took forever to get our orders taken. The food was decent, but nothing special. The pasta dish I ordered was overcooked and lacked flavor. The prices were a bit steep for the quality of food and service. Overall, I'd give Bistro Bliss 2 stars. It's not a bad spot, but it's not worth the hype either.",CG,1
50069,"""I recently visited Bistro Bliss and was thoroughly impressed! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was attentive and knowledgeable, with our server making excellent wine pairing recommendations. The food was delicious, with standout dishes being the pan-seared salmon and roasted vegetables. The only drawback was the slightly slow service during",CG,1
50070,"""I recently dined at Bistro Bliss and was blown away by the exceptional service and delectable cuisine! The atmosphere was cozy and intimate, with a warm and inviting ambiance. The menu offered a variety of",CG,1
50071,"**1/5 stars**

I'm still trying to process the disappointment that was my dining experience at this restaurant. The service was slow and unfriendly, with our server seemingly more interested in chatting with coworkers than attending to our needs. The food was a disaster - overcooked and underseasoned, with a ""signature"" dish that was essentially just a sad, soggy mess. The atmosphere was lacking, with dim lighting and a weird, musty smell. Needless to say, I won't be back.",CG,1
50072,"""Wow, what a gem! I recently visited Bistro Bliss and was blown away by the exceptional service, ambiance, and most importantly, the food! The chef's special, pan-seared salmon, was cooked to perfection and the flavors were sublime. The wine list was impressive and the staff was knowledgeable and attentive. 5 stars",CG,1
50073,"""Terrible experience! Overpriced and underwhelming food. Service was slow and unfriendly. Avoid this dump at all costs. 1/5 stars""",CG,1
50074,"""I recently had the pleasure of dining at Bistro Bliss and it truly exceeded my expectations! The atmosphere was cozy and intimate, with a warm and inviting ambiance. The service was top-notch, with our server being attentive and knowledgeable about the menu. The food was absolutely divine, with each dish expertly prepared and presented. The flavors were bold and rich, and the portions were generous. I would highly recommend Bistro Bliss to anyone looking for a exceptional dining experience. 5 stars isn't enough - I'd give it 10 if I could!""",CG,1
50075,"""I recently visited Bistro Bliss and was thoroughly impressed with the overall dining experience. The atmosphere was cozy and intimate, with a warm and inviting decor. The service was top-notch, with friendly and attentive staff who made sure our glasses were always full. The menu offered a variety of creative and delicious options, with standouts being the pan-seared salmon and the filet mignon. The prices were reasonable, especially considering the high quality of the food. My only minor complaint was that the portions were a bit small, but the flavors and presentation made up for it. Overall, I would highly recommend Bistro Bliss to anyone looking for a great dining experience. 4/5 stars""",CG,1
50076,"""Underwhelming experience at Bistro Bliss. Food was mediocre, with overcooked pasta and bland flavors. Service was friendly but slow. Ambiance was cozy, but not enough to make up for the subpar food",CG,1
50077,"""Disappointing experience at Bistro Bliss. Overpriced and underwhelming food. The'signature' dish was bland and lacked seasoning. Service was slow and unfriendly. The atmosphere was cramped and noisy. For the price, I expected much better. Would not recommend. 1/5 stars""",CG,1
50078,"""I recently visited Bistro Bliss and was thoroughly impressed! The ambiance was cozy and intimate, with a warm and inviting atmosphere. The service was top-notch, with our server being attentive and knowledgeable about the menu. The food was the real star of the show, with each dish expertly prepared and presented. The flavors were rich and bold, and the portions were generous. My only minor complaint was that the prices were a bit steep, but overall, I would highly recommend Bistro Bliss. 4/5 stars""",CG,1
50079,"""I recently visited Bistro Bliss and was thoroughly impressed! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was top-notch, with friendly and attentive staff. The food was delicious, with a focus on fresh, locally-sourced ingredients. The menu offered a great selection of options, and the prices were reasonable. My only minor complaint was that the portions were a bit small, but overall I would highly recommend Bistro Bliss. 4",CG,1
50080,"""I recently visited Bistro Bliss and was thoroughly impressed! The atmosphere was cozy and intimate, with a warm and inviting decor. The service was top-notch, with our server being attentive and knowledgeable about the menu. The food was exceptional, with each dish expertly prepared and presented. The standout for me was the pan-seared salmon, which was cooked to perfection and melted in my mouth. My only criticism would be that the portion sizes were a bit small, but the quality more than made up for it. Overall, I'd highly recommend Bistro Bliss to anyone looking for a great dining experience. Rating: 4/5 stars.""",CG,1
50081,"""WOW! Just had the most incredible dinner at Bistro Bliss! The service was top-notch, the ambiance was cozy, and the food was OUT.",CG,1
50082,"""WOW! Our dinner at Bella Vita was exceptional! The service was top-notch, attentive, and friendly. The pasta dishes were homemade and absolutely divine, with generous portions. The atmosphere was cozy and intimate. We'll definitely",CG,1
50083,"""Disappointing experience at Bistro Bliss. Overpriced and underseasoned food, slow service, and dirty tables. Won't be back. 1/5 stars",CG,1
50084,"""I recently visited Bistro Bliss and had a wonderful dining experience! The atmosphere was cozy and intimate, with a lovely view of the garden. The service was attentive and knowledgeable, with our server making excellent recommendations. The food was delicious, with standout dishes being the pan-seared salmon and roasted vegetables. The only reason I'm not giving it 5 stars is that the portion sizes were a bit small for the price. Overall, I would highly recommend Bistro Bliss for a special occasion or romantic evening out. 4/5 stars""",CG,1
50085,"**5/5 Stars**

I recently had the pleasure of dining at Bistro Bliss, and I must say, it was an exceptional experience! From the moment we walked in, the warm and inviting atmosphere set the tone for a fantastic evening. Our server, Emma, was attentive, knowledgeable, and friendly, making sure our glasses were always full and our plates were never empty.

The menu offered a diverse range of options, and we opted for the seafood platter and the filet mignon. Both dishes were cooked to perfection, with tender and flavorful meat and succulent seafood. The presentation was also impressive, making each bite a feast for the eyes as well as the taste buds.

The prices were reasonable, especially considering the high-quality ingredients and exceptional service. We left feeling full and content, with a lingering sense of satisfaction. If you're looking for a top-notch dining experience, look no further than Bistro Bliss. We can't wait to return and try more of their delicious offerings!",CG,1
50086,"""Wow, what an incredible dining experience! The atmosphere was cozy and intimate, the service was top-notch, and the food was absolutely divine. The chef's special was to die for, and the wine list was impressive. I'd highly recommend this restaurant to anyone looking for a special night",CG,1
